AIRLINE_ID,UNIQUE_CARRIER_ENTITY,ORIGIN,DEST,AIRCRAFT_TYPE,YEAR_MONTH
19393,11033,ATL,CUN,612,13
19393,11033,ATL,CUN,614,5
19393,11033,ATL,CUN,838,6
19393,11033,ATL,MBJ,612,1
19393,11033,ATL,PUJ,612,4
19393,11033,ATL,PUJ,614,1
19393,11033,AUA,BWI,612,34
19393,11033,AUA,BWI,614,12
19393,11033,AUA,BWI,838,10
19393,11033,AUA,FLL,612,1
19393,11033,AUA,IAD,612,1
19393,11033,AUA,MCO,612,31
19393,11033,AUA,MCO,614,18
19393,11033,AUA,MCO,838,14
19393,11033,AUA,RDU,614,1
19393,11033,AUA,TPA,612,5
19393,11033,AUS,CUN,612,35
19393,11033,AUS,CUN,614,20
19393,11033,AUS,CUN,838,21
19393,11033,AUS,CZM,612,11
19393,11033,AUS,CZM,614,1
19393,11033,AUS,CZM,838,3
19393,11033,AUS,PVR,612,19
19393,11033,AUS,PVR,614,3
19393,11033,AUS,PVR,838,1
19393,11033,AUS,SJD,612,29
19393,11033,AUS,SJD,614,12
19393,11033,AUS,SJD,838,10
19393,11033,BNA,CUN,612,27
19393,11033,BNA,CUN,614,19
19393,11033,BNA,CUN,838,22
19393,11033,BNA,MBJ,612,1
19393,11033,BNA,PUJ,614,1
19393,11033,BWI,AUA,612,34
19393,11033,BWI,AUA,614,13
19393,11033,BWI,AUA,838,9
19393,11033,BWI,BZE,612,7
19393,11033,BWI,BZE,614,2
19393,11033,BWI,BZE,838,1
19393,11033,BWI,CUN,612,35
19393,11033,BWI,CUN,614,29
19393,11033,BWI,CUN,838,26
19393,11033,BWI,GCM,612,19
19393,11033,BWI,GCM,614,1
19393,11033,BWI,KIN,612,1
19393,11033,BWI,KIN,838,2
19393,11033,BWI,LIR,612,26
19393,11033,BWI,LIR,614,13
19393,11033,BWI,LIR,838,18
19393,11033,BWI,MBJ,612,10
19393,11033,BWI,MBJ,614,36
19393,11033,BWI,MBJ,838,35
19393,11033,BWI,NAS,612,27
19393,11033,BWI,NAS,614,8
19393,11033,BWI,NAS,838,7
19393,11033,BWI,PLS,612,21
19393,11033,BWI,PUJ,612,34
19393,11033,BWI,PUJ,614,29
19393,11033,BWI,PUJ,838,27
19393,11033,BWI,SJD,612,13
19393,11033,BWI,SJO,612,16
19393,11033,BWI,SJO,614,13
19393,11033,BWI,SJO,838,17
19393,11033,BZE,BWI,612,7
19393,11033,BZE,BWI,614,2
19393,11033,BZE,BWI,838,1
19393,11033,BZE,COS,612,1
19393,11033,BZE,COS,838,1
19393,11033,BZE,DEN,612,27
19393,11033,BZE,DEN,614,2
19393,11033,BZE,DEN,838,9
19393,11033,BZE,HOU,612,36
19393,11033,BZE,HOU,614,15
19393,11033,BZE,HOU,838,17
19393,11033,BZE,HRL,612,1
19393,11033,BZE,IAH,838,1
19393,11033,BZE,MCI,612,1
19393,11033,BZE,SAT,612,3
19393,11033,CHS,MBJ,614,1
19393,11033,CMH,CUN,612,12
19393,11033,CMH,CUN,614,8
19393,11033,CMH,CUN,838,12
19393,11033,CRP,SJD,612,1
19393,11033,CUN,ABQ,612,1
19393,11033,CUN,ATL,612,14
19393,11033,CUN,ATL,614,4
19393,11033,CUN,ATL,838,6
19393,11033,CUN,AUS,612,35
19393,11033,CUN,AUS,614,18
19393,11033,CUN,AUS,838,21
19393,11033,CUN,BHM,612,1
19393,11033,CUN,BNA,612,31
19393,11033,CUN,BNA,614,13
19393,11033,CUN,BNA,838,19
19393,11033,CUN,BWI,612,36
19393,11033,CUN,BWI,614,29
19393,11033,CUN,BWI,838,24
19393,11033,CUN,CLE,612,1
19393,11033,CUN,CMH,612,16
19393,11033,CUN,CMH,614,6
19393,11033,CUN,CMH,838,9
19393,11033,CUN,COS,612,3
19393,11033,CUN,COS,614,1
19393,11033,CUN,COS,838,1
19393,11033,CUN,CRP,612,1
19393,11033,CUN,DAL,612,1
19393,11033,CUN,DEN,612,36
19393,11033,CUN,DEN,614,21
19393,11033,CUN,DEN,838,21
19393,11033,CUN,FLL,612,28
19393,11033,CUN,FLL,614,15
19393,11033,CUN,FLL,838,12
19393,11033,CUN,HOU,612,36
19393,11033,CUN,HOU,614,32
19393,11033,CUN,HOU,838,30
19393,11033,CUN,IAD,612,1
19393,11033,CUN,IAD,614,1
19393,11033,CUN,IAD,838,1
19393,11033,CUN,IAH,612,1
19393,11033,CUN,IND,612,28
19393,11033,CUN,IND,614,11
19393,11033,CUN,IND,838,14
19393,11033,CUN,JAX,838,1
19393,11033,CUN,LAS,612,1
19393,11033,CUN,LAX,612,2
19393,11033,CUN,MCI,612,26
19393,11033,CUN,MCI,614,16
19393,11033,CUN,MCI,838,19
19393,11033,CUN,MCO,612,4
19393,11033,CUN,MCO,614,7
19393,11033,CUN,MCO,838,9
19393,11033,CUN,MDW,612,34
19393,11033,CUN,MDW,614,20
19393,11033,CUN,MDW,838,19
19393,11033,CUN,MIA,612,1
19393,11033,CUN,MKE,612,6
19393,11033,CUN,MKE,614,4
19393,11033,CUN,MKE,838,3
19393,11033,CUN,MSY,612,24
19393,11033,CUN,MSY,614,9
19393,11033,CUN,MSY,838,11
19393,11033,CUN,MTJ,612,1
19393,11033,CUN,ORD,612,29
19393,11033,CUN,ORD,614,7
19393,11033,CUN,ORD,838,7
19393,11033,CUN,PHX,612,33
19393,11033,CUN,PHX,614,13
19393,11033,CUN,PHX,838,17
19393,11033,CUN,PIT,612,12
19393,11033,CUN,PIT,614,6
19393,11033,CUN,PIT,838,5
19393,11033,CUN,RDU,838,1
19393,11033,CUN,RSW,612,1
19393,11033,CUN,RSW,614,2
19393,11033,CUN,SAT,612,27
19393,11033,CUN,SAT,614,5
19393,11033,CUN,SAT,838,10
19393,11033,CUN,STL,612,32
19393,11033,CUN,STL,614,21
19393,11033,CUN,STL,838,22
19393,11033,CUN,TPA,612,3
19393,11033,CUN,TPA,838,1
19393,11033,CZM,ABQ,612,1
19393,11033,CZM,ATL,612,1
19393,11033,CZM,AUS,612,9
19393,11033,CZM,AUS,614,2
19393,11033,CZM,AUS,838,6
19393,11033,CZM,DEN,612,12
19393,11033,CZM,DEN,614,3
19393,11033,CZM,DEN,838,3
19393,11033,CZM,HOU,612,32
19393,11033,CZM,HOU,614,2
19393,11033,CZM,HOU,838,1
19393,11033,CZM,IAH,612,2
19393,11033,CZM,MSY,612,2
19393,11033,DAL,CUN,612,1
19393,11033,DEN,BZE,612,27
19393,11033,DEN,BZE,614,6
19393,11033,DEN,BZE,838,7
19393,11033,DEN,CUN,612,35
19393,11033,DEN,CUN,614,20
19393,11033,DEN,CUN,838,20
19393,11033,DEN,CZM,612,13
19393,11033,DEN,CZM,614,3
19393,11033,DEN,CZM,838,3
19393,11033,DEN,LIR,612,27
19393,11033,DEN,LIR,614,7
19393,11033,DEN,LIR,838,12
19393,11033,DEN,MID,838,1
19393,11033,DEN,PVR,612,36
19393,11033,DEN,PVR,614,6
19393,11033,DEN,PVR,838,3
19393,11033,DEN,SJD,612,30
19393,11033,DEN,SJD,614,19
19393,11033,DEN,SJD,838,16
19393,11033,DEN,SJO,612,12
19393,11033,DEN,SJO,614,8
19393,11033,DEN,SJO,838,12
19393,11033,FLL,CUN,612,28
19393,11033,FLL,CUN,614,12
19393,11033,FLL,CUN,838,10
19393,11033,FLL,GCM,612,28
19393,11033,FLL,GCM,614,1
19393,11033,FLL,GCM,838,1
19393,11033,FLL,HAV,614,28
19393,11033,FLL,HAV,838,29
19393,11033,FLL,MBJ,612,14
19393,11033,FLL,MBJ,614,31
19393,11033,FLL,MBJ,838,28
19393,11033,FLL,NAS,612,30
19393,11033,FLL,NAS,614,2
19393,11033,FLL,NAS,838,1
19393,11033,FLL,PLS,612,30
19393,11033,FLL,PLS,614,7
19393,11033,FLL,PLS,838,5
19393,11033,FLL,PUJ,612,27
19393,11033,FLL,PUJ,614,23
19393,11033,FLL,PUJ,838,22
19393,11033,GCM,BWI,612,20
19393,11033,GCM,FLL,612,28
19393,11033,GCM,FLL,614,1
19393,11033,GCM,FLL,838,1
19393,11033,GCM,MCO,612,9
19393,11033,GCM,MCO,614,1
19393,11033,GCM,MCO,838,1
19393,11033,GCM,PBI,612,1
19393,11033,GCM,RSW,612,3
19393,11033,GCM,TPA,612,1
19393,11033,HAV,FLL,614,28
19393,11033,HAV,FLL,838,29
19393,11033,HAV,JAX,614,1
19393,11033,HAV,MCO,614,1
19393,11033,HAV,MCO,838,5
19393,11033,HAV,MIA,838,1
19393,11033,HAV,RSW,614,1
19393,11033,HAV,RSW,838,1
19393,11033,HAV,TPA,614,36
19393,11033,HAV,TPA,838,36
19393,11033,HOU,BZE,612,36
19393,11033,HOU,BZE,614,15
19393,11033,HOU,BZE,838,18
19393,11033,HOU,CTM,612,1
19393,11033,HOU,CUL,612,1
19393,11033,HOU,CUN,612,36
19393,11033,HOU,CUN,614,27
19393,11033,HOU,CUN,838,27
19393,11033,HOU,CZM,612,32
19393,11033,HOU,CZM,614,3
19393,11033,HOU,CZM,838,4
19393,11033,HOU,KIN,612,1
19393,11033,HOU,KIN,838,2
19393,11033,HOU,LAP,612,1
19393,11033,HOU,LIR,612,34
19393,11033,HOU,LIR,614,19
19393,11033,HOU,LIR,838,22
19393,11033,HOU,MBJ,612,18
19393,11033,HOU,MBJ,614,19
19393,11033,HOU,MBJ,838,25
19393,11033,HOU,MID,612,1
19393,11033,HOU,PUJ,612,9
19393,11033,HOU,PUJ,614,3
19393,11033,HOU,PUJ,838,5
19393,11033,HOU,PVR,612,36
19393,11033,HOU,PVR,614,16
19393,11033,HOU,PVR,838,12
19393,11033,HOU,SAL,612,1
19393,11033,HOU,SJD,612,36
19393,11033,HOU,SJD,614,17
19393,11033,HOU,SJD,838,18
19393,11033,HOU,SJO,612,29
19393,11033,HOU,SJO,614,24
19393,11033,HOU,SJO,838,27
19393,11033,HRL,SJD,612,1
19393,11033,IND,CUN,612,21
19393,11033,IND,CUN,614,12
19393,11033,IND,CUN,838,17
19393,11033,IND,MBJ,612,1
19393,11033,IND,MBJ,614,1
19393,11033,IND,MID,614,1
19393,11033,LAS,SJD,612,1
19393,11033,LAX,PVR,612,1
19393,11033,LAX,SJD,612,1
19393,11033,LIR,AUS,614,1
19393,11033,LIR,AUS,838,2
19393,11033,LIR,BWI,612,27
19393,11033,LIR,BWI,614,16
19393,11033,LIR,BWI,838,15
19393,11033,LIR,COS,612,1
19393,11033,LIR,DEN,612,27
19393,11033,LIR,DEN,614,7
19393,11033,LIR,DEN,838,15
19393,11033,LIR,HOU,612,35
19393,11033,LIR,HOU,614,21
19393,11033,LIR,HOU,838,21
19393,11033,LIR,IAH,612,1
19393,11033,LIR,MCO,612,3
19393,11033,LIR,SAT,612,1
19393,11033,LIR,SLC,838,1
19393,11033,MBJ,ATL,614,1
19393,11033,MBJ,BWI,612,13
19393,11033,MBJ,BWI,614,36
19393,11033,MBJ,BWI,838,35
19393,11033,MBJ,CLT,838,1
19393,11033,MBJ,FLL,612,14
19393,11033,MBJ,FLL,614,31
19393,11033,MBJ,FLL,838,27
19393,11033,MBJ,HOU,612,18
19393,11033,MBJ,HOU,614,18
19393,11033,MBJ,HOU,838,20
19393,11033,MBJ,IAD,614,1
19393,11033,MBJ,IND,838,1
19393,11033,MBJ,MCI,614,6
19393,11033,MBJ,MCI,838,12
19393,11033,MBJ,MCO,612,12
19393,11033,MBJ,MCO,614,36
19393,11033,MBJ,MCO,838,35
19393,11033,MBJ,MDW,612,16
19393,11033,MBJ,MDW,614,28
19393,11033,MBJ,MDW,838,29
19393,11033,MBJ,MIA,838,1
19393,11033,MBJ,MSY,614,1
19393,11033,MBJ,ORF,614,1
19393,11033,MBJ,ORF,838,2
19393,11033,MBJ,PBI,614,2
19393,11033,MBJ,PBI,838,4
19393,11033,MBJ,PHL,838,1
19393,11033,MBJ,PIT,614,1
19393,11033,MBJ,PIT,838,1
19393,11033,MBJ,RSW,612,1
19393,11033,MBJ,SAT,612,1
19393,11033,MBJ,STL,612,8
19393,11033,MBJ,STL,614,13
19393,11033,MBJ,STL,838,10
19393,11033,MBJ,TPA,612,2
19393,11033,MBJ,TPA,614,2
19393,11033,MBJ,TPA,838,1
19393,11033,MCI,CUN,612,34
19393,11033,MCI,CUN,614,17
19393,11033,MCI,CUN,838,19
19393,11033,MCI,CZM,612,1
19393,11033,MCI,MBJ,614,5
19393,11033,MCI,MBJ,838,12
19393,11033,MCI,SJD,612,14
19393,11033,MCI,SJD,614,1
19393,11033,MCI,SJD,838,2
19393,11033,MCO,AUA,612,31
19393,11033,MCO,AUA,614,16
19393,11033,MCO,AUA,838,14
19393,11033,MCO,CUN,612,8
19393,11033,MCO,CUN,614,6
19393,11033,MCO,CUN,838,6
19393,11033,MCO,GCM,612,7
19393,11033,MCO,GCM,838,1
19393,11033,MCO,KIN,614,1
19393,11033,MCO,LIR,612,2
19393,11033,MCO,MBJ,612,14
19393,11033,MCO,MBJ,614,36
19393,11033,MCO,MBJ,838,35
19393,11033,MCO,NAS,612,7
19393,11033,MCO,NAS,614,1
19393,11033,MCO,NAS,838,2
19393,11033,MCO,PLS,612,7
19393,11033,MCO,PLS,614,1
19393,11033,MCO,PLS,838,2
19393,11033,MCO,PUJ,612,8
19393,11033,MCO,PUJ,614,6
19393,11033,MCO,PUJ,838,5
19393,11033,MCO,SJO,612,7
19393,11033,MCO,SJO,614,4
19393,11033,MCO,SJO,838,7
19393,11033,MDW,CUN,612,35
19393,11033,MDW,CUN,614,22
19393,11033,MDW,CUN,838,23
19393,11033,MDW,CZM,612,1
19393,11033,MDW,KIN,614,1
19393,11033,MDW,KIN,838,1
19393,11033,MDW,MBJ,612,17
19393,11033,MDW,MBJ,614,28
19393,11033,MDW,MBJ,838,28
19393,11033,MDW,PUJ,612,26
19393,11033,MDW,PUJ,614,16
19393,11033,MDW,PUJ,838,14
19393,11033,MDW,SJD,612,22
19393,11033,MDW,SJD,614,4
19393,11033,MDW,SJD,838,3
19393,11033,MKE,CUN,612,7
19393,11033,MKE,CUN,614,4
19393,11033,MKE,CUN,838,4
19393,11033,MSY,CUN,612,27
19393,11033,MSY,CUN,614,6
19393,11033,MSY,CUN,838,8
19393,11033,NAS,BWI,612,28
19393,11033,NAS,BWI,614,8
19393,11033,NAS,BWI,838,7
19393,11033,NAS,CLT,612,1
19393,11033,NAS,FLL,612,31
19393,11033,NAS,FLL,614,2
19393,11033,NAS,FLL,838,2
19393,11033,NAS,MCO,612,7
19393,11033,NAS,MCO,614,1
19393,11033,NAS,MCO,838,1
19393,11033,NAS,RSW,612,1
19393,11033,NAS,SJU,838,1
19393,11033,OAK,SJD,612,31
19393,11033,OAK,SJD,614,2
19393,11033,ORD,CUN,612,31
19393,11033,ORD,CUN,614,6
19393,11033,ORD,CUN,838,5
19393,11033,ORD,MBJ,838,1
19393,11033,PHX,CUN,612,33
19393,11033,PHX,CUN,614,16
19393,11033,PHX,CUN,838,18
19393,11033,PHX,PVR,612,36
19393,11033,PHX,PVR,614,14
19393,11033,PHX,PVR,838,10
19393,11033,PHX,SJD,612,36
19393,11033,PHX,SJD,614,24
19393,11033,PHX,SJD,838,19
19393,11033,PIT,CUN,612,11
19393,11033,PIT,CUN,614,6
19393,11033,PIT,CUN,838,6
19393,11033,PLS,BWI,612,21
19393,11033,PLS,BWI,838,1
19393,11033,PLS,FLL,612,30
19393,11033,PLS,FLL,614,7
19393,11033,PLS,FLL,838,5
19393,11033,PLS,MCO,612,10
19393,11033,PLS,MCO,614,1
19393,11033,PLS,MCO,838,1
19393,11033,PLS,ORF,612,2
19393,11033,PLS,PBI,612,2
19393,11033,PLS,RSW,612,1
19393,11033,PLS,TPA,612,1
19393,11033,PUJ,BNA,612,1
19393,11033,PUJ,BNA,838,1
19393,11033,PUJ,BWI,612,33
19393,11033,PUJ,BWI,614,31
19393,11033,PUJ,BWI,838,28
19393,11033,PUJ,FLL,612,27
19393,11033,PUJ,FLL,614,23
19393,11033,PUJ,FLL,838,21
19393,11033,PUJ,HOU,612,11
19393,11033,PUJ,HOU,614,3
19393,11033,PUJ,HOU,838,3
19393,11033,PUJ,IAD,612,1
19393,11033,PUJ,IND,614,1
19393,11033,PUJ,MCO,612,11
19393,11033,PUJ,MCO,614,5
19393,11033,PUJ,MCO,838,6
19393,11033,PUJ,MDW,612,24
19393,11033,PUJ,MDW,614,14
19393,11033,PUJ,MDW,838,13
19393,11033,PUJ,MIA,612,2
19393,11033,PUJ,MIA,838,1
19393,11033,PUJ,ORD,614,1
19393,11033,PUJ,PHL,612,1
19393,11033,PUJ,PIT,614,1
19393,11033,PUJ,RSW,614,1
19393,11033,PUJ,RSW,838,1
19393,11033,PUJ,SJU,838,1
19393,11033,PUJ,STL,612,5
19393,11033,PUJ,STL,614,3
19393,11033,PUJ,STL,838,4
19393,11033,PVR,ABQ,614,1
19393,11033,PVR,AUS,612,22
19393,11033,PVR,AUS,614,2
19393,11033,PVR,AUS,838,2
19393,11033,PVR,COS,612,3
19393,11033,PVR,DEN,612,36
19393,11033,PVR,DEN,614,6
19393,11033,PVR,DEN,838,3
19393,11033,PVR,HOU,612,36
19393,11033,PVR,HOU,614,10
19393,11033,PVR,HOU,838,8
19393,11033,PVR,LAX,612,3
19393,11033,PVR,OAK,612,1
19393,11033,PVR,PHX,612,36
19393,11033,PVR,PHX,614,17
19393,11033,PVR,PHX,838,11
19393,11033,PVR,SAT,612,2
19393,11033,PVR,SLC,612,3
19393,11033,PVR,SNA,612,36
19393,11033,PVR,SNA,838,2
19393,11033,RDU,PUJ,838,1
19393,11033,SAN,SJD,612,34
19393,11033,SAN,SJD,614,5
19393,11033,SAN,SJD,838,4
19393,11033,SAT,CUN,612,30
19393,11033,SAT,CUN,614,9
19393,11033,SAT,CUN,838,11
19393,11033,SJD,ABQ,612,2
19393,11033,SJD,AUS,612,30
19393,11033,SJD,AUS,614,13
19393,11033,SJD,AUS,838,11
19393,11033,SJD,BWI,612,13
19393,11033,SJD,COS,612,4
19393,11033,SJD,DEN,612,32
19393,11033,SJD,DEN,614,19
19393,11033,SJD,DEN,838,16
19393,11033,SJD,ELP,612,1
19393,11033,SJD,HOU,612,36
19393,11033,SJD,HOU,614,17
19393,11033,SJD,HOU,838,15
19393,11033,SJD,IAH,612,1
19393,11033,SJD,MCI,612,14
19393,11033,SJD,MCI,614,1
19393,11033,SJD,MCI,838,2
19393,11033,SJD,MDW,612,23
19393,11033,SJD,MDW,614,1
19393,11033,SJD,MDW,838,3
19393,11033,SJD,OAK,612,30
19393,11033,SJD,OAK,614,8
19393,11033,SJD,OAK,838,7
19393,11033,SJD,PHX,612,36
19393,11033,SJD,PHX,614,26
19393,11033,SJD,PHX,838,19
19393,11033,SJD,SAN,612,34
19393,11033,SJD,SAN,614,7
19393,11033,SJD,SAN,838,7
19393,11033,SJD,SAT,612,4
19393,11033,SJD,SAT,838,2
19393,11033,SJD,SLC,612,1
19393,11033,SJD,SLC,614,2
19393,11033,SJD,SMF,612,23
19393,11033,SJD,SMF,614,17
19393,11033,SJD,SMF,838,16
19393,11033,SJD,SNA,612,35
19393,11033,SJD,SNA,614,5
19393,11033,SJD,SNA,838,3
19393,11033,SJD,STL,612,8
19393,11033,SJO,ABQ,614,1
19393,11033,SJO,AMA,838,1
19393,11033,SJO,AUS,612,1
19393,11033,SJO,AUS,614,1
19393,11033,SJO,AUS,838,1
19393,11033,SJO,BNA,612,1
19393,11033,SJO,BWI,612,24
19393,11033,SJO,BWI,614,8
19393,11033,SJO,BWI,838,13
19393,11033,SJO,COS,838,1
19393,11033,SJO,DEN,612,5
19393,11033,SJO,DEN,614,11
19393,11033,SJO,DEN,838,15
19393,11033,SJO,FLL,612,1
19393,11033,SJO,FLL,614,1
19393,11033,SJO,FLL,838,1
19393,11033,SJO,HOU,612,31
19393,11033,SJO,HOU,614,22
19393,11033,SJO,HOU,838,26
19393,11033,SJO,MCO,612,3
19393,11033,SJO,MCO,614,7
19393,11033,SJO,MCO,838,7
19393,11033,SJU,PUJ,614,1
19393,11033,SJU,PUJ,838,1
19393,11033,SMF,SJD,612,28
19393,11033,SMF,SJD,614,16
19393,11033,SMF,SJD,838,15
19393,11033,SNA,PVR,612,36
19393,11033,SNA,PVR,838,1
19393,11033,SNA,SJD,612,35
19393,11033,SNA,SJD,614,3
19393,11033,SNA,SJD,838,4
19393,11033,STL,CUN,612,35
19393,11033,STL,CUN,614,21
19393,11033,STL,CUN,838,20
19393,11033,STL,MBJ,612,5
19393,11033,STL,MBJ,614,18
19393,11033,STL,MBJ,838,13
19393,11033,STL,PUJ,614,8
19393,11033,STL,PUJ,838,9
19393,11033,STL,SJD,612,7
19393,11033,STL,SJD,614,2
19393,11033,STL,SJD,838,3
19393,11033,TPA,HAV,614,35
19393,11033,TPA,HAV,838,36
19393,11033,TPA,PUJ,838,1
19531,9900A,AFW,YYZ,625,1
19531,9900A,AKL,HNL,889,1
19531,9900A,ANC,ICN,889,1
19531,9900A,ANC,YVR,614,15
19531,9900A,ANC,YVR,889,1
19531,9900A,ANC,YYZ,626,1
19531,9900A,ANC,YYZ,889,1
19531,9900A,ATL,BOG,626,18
19531,9900A,ATL,LIM,626,5
19531,9900A,ATL,PTY,626,1
19531,9900A,ATL,UIO,626,8
19531,9900A,ATL,YUL,724,2
19531,9900A,ATL,YYZ,626,16
19531,9900A,ATL,YYZ,694,6
19531,9900A,ATL,YYZ,698,6
19531,9900A,ATL,YYZ,699,2
19531,9900A,ATL,YYZ,724,6
19531,9900A,AUS,MEX,614,3
19531,9900A,AUS,YUL,614,1
19531,9900A,AUS,YUL,698,1
19531,9900A,AUS,YUL,724,6
19531,9900A,AUS,YVR,614,17
19531,9900A,AUS,YVR,694,1
19531,9900A,AUS,YWG,694,2
19531,9900A,AUS,YYC,614,1
19531,9900A,AUS,YYZ,614,5
19531,9900A,AUS,YYZ,694,5
19531,9900A,AUS,YYZ,698,7
19531,9900A,AUS,YYZ,699,2
19531,9900A,AUS,YYZ,724,7
19531,9900A,BED,YHU,694,1
19531,9900A,BED,YOW,694,3
19531,9900A,BED,YOW,698,2
19531,9900A,BED,YUL,694,2
19531,9900A,BED,YUL,698,1
19531,9900A,BED,YWG,694,1
19531,9900A,BED,YYC,694,1
19531,9900A,BED,YYZ,694,10
19531,9900A,BED,YYZ,698,1
19531,9900A,BFI,YEG,694,8
19531,9900A,BFI,YEG,698,2
19531,9900A,BFI,YHU,694,1
19531,9900A,BFI,YUL,694,1
19531,9900A,BFI,YVR,694,12
19531,9900A,BFI,YVR,698,4
19531,9900A,BFI,YWG,694,2
19531,9900A,BFI,YWG,698,2
19531,9900A,BFI,YYC,694,9
19531,9900A,BFI,YYC,698,1
19531,9900A,BFI,YYZ,694,2
19531,9900A,BFI,YYZ,698,1
19531,9900A,BKL,YYZ,694,1
19531,9900A,BNA,YEG,694,2
19531,9900A,BNA,YEG,698,1
19531,9900A,BNA,YOW,694,2
19531,9900A,BNA,YUL,614,2
19531,9900A,BNA,YUL,694,1
19531,9900A,BNA,YVR,694,3
19531,9900A,BNA,YVR,698,2
19531,9900A,BNA,YWG,694,2
19531,9900A,BNA,YWG,698,1
19531,9900A,BNA,YYC,694,2
19531,9900A,BNA,YYC,698,1
19531,9900A,BNA,YYZ,614,5
19531,9900A,BNA,YYZ,694,13
19531,9900A,BNA,YYZ,698,11
19531,9900A,BNA,YYZ,699,5
19531,9900A,BNA,YYZ,724,23
19531,9900A,BOG,BTV,696,1
19531,9900A,BOG,MIA,626,9
19531,9900A,BOG,SJU,626,13
19531,9900A,BOI,YVR,614,1
19531,9900A,BOS,YOW,694,2
19531,9900A,BOS,YUL,614,8
19531,9900A,BOS,YUL,694,3
19531,9900A,BOS,YUL,698,1
19531,9900A,BOS,YUL,724,24
19531,9900A,BOS,YUL,889,1
19531,9900A,BOS,YVR,614,8
19531,9900A,BOS,YYZ,614,12
19531,9900A,BOS,YYZ,694,10
19531,9900A,BOS,YYZ,698,9
19531,9900A,BOS,YYZ,699,6
19531,9900A,BOS,YYZ,724,26
19531,9900A,BTV,YUL,696,1
19531,9900A,BUF,YEG,694,1
19531,9900A,BUF,YHU,694,2
19531,9900A,BUF,YOW,694,7
19531,9900A,BUF,YOW,698,3
19531,9900A,BUF,YUL,694,4
19531,9900A,BUF,YVR,694,1
19531,9900A,BUF,YWG,694,2
19531,9900A,BUF,YYC,694,1
19531,9900A,BUF,YYZ,614,1
19531,9900A,BUF,YYZ,694,4
19531,9900A,BUF,YYZ,698,2
19531,9900A,BUF,YYZ,724,1
19531,9900A,BUR,YEG,614,1
19531,9900A,BWI,YYZ,694,3
19531,9900A,BWI,YYZ,699,1
19531,9900A,CLT,YYZ,694,1
19531,9900A,CMH,YEG,694,1
19531,9900A,CMH,YHU,694,2
19531,9900A,CMH,YOW,694,1
19531,9900A,CMH,YOW,698,2
19531,9900A,CMH,YUL,694,1
19531,9900A,CMH,YUL,698,1
19531,9900A,CMH,YVR,694,1
19531,9900A,CMH,YWG,694,2
19531,9900A,CMH,YYZ,694,3
19531,9900A,CMH,YYZ,698,3
19531,9900A,CPS,YOW,694,1
19531,9900A,CPS,YOW,698,1
19531,9900A,CPS,YUL,694,1
19531,9900A,CPS,YVR,694,2
19531,9900A,CPS,YVR,698,1
19531,9900A,CPS,YWG,694,4
19531,9900A,CPS,YWG,698,1
19531,9900A,CPS,YYC,694,1
19531,9900A,CPS,YYC,698,1
19531,9900A,CPS,YYZ,694,1
19531,9900A,CPS,YYZ,698,1
19531,9900A,CUN,IAH,614,1
19531,9900A,DAL,TLC,698,1
19531,9900A,DAL,YEG,694,5
19531,9900A,DAL,YEG,698,1
19531,9900A,DAL,YHU,694,1
19531,9900A,DAL,YUL,694,1
19531,9900A,DAL,YVR,694,2
19531,9900A,DAL,YWG,694,3
19531,9900A,DAL,YYC,694,1
19531,9900A,DAL,YYC,698,1
19531,9900A,DAL,YYZ,694,3
19531,9900A,DAL,YYZ,698,1
19531,9900A,DEN,YEG,694,3
19531,9900A,DEN,YEG,698,1
19531,9900A,DEN,YHM,724,1
19531,9900A,DEN,YHU,694,1
19531,9900A,DEN,YOW,694,1
19531,9900A,DEN,YUL,614,12
19531,9900A,DEN,YUL,724,35
19531,9900A,DEN,YVR,614,14
19531,9900A,DEN,YVR,694,5
19531,9900A,DEN,YVR,698,5
19531,9900A,DEN,YVR,699,2
19531,9900A,DEN,YWG,694,5
19531,9900A,DEN,YWG,698,1
19531,9900A,DEN,YYC,694,3
19531,9900A,DEN,YYC,698,1
19531,9900A,DEN,YYZ,614,10
19531,9900A,DEN,YYZ,694,13
19531,9900A,DEN,YYZ,698,3
19531,9900A,DEN,YYZ,699,5
19531,9900A,DEN,YYZ,724,36
19531,9900A,DEN,YYZ,887,1
19531,9900A,DFW,GDL,626,7
19531,9900A,DFW,LIM,626,1
19531,9900A,DFW,YOW,724,1
19531,9900A,DFW,YUL,614,2
19531,9900A,DFW,YUL,724,15
19531,9900A,DFW,YYZ,614,6
19531,9900A,DFW,YYZ,626,22
19531,9900A,DFW,YYZ,698,5
19531,9900A,DFW,YYZ,699,2
19531,9900A,DFW,YYZ,724,20
19531,9900A,DTW,YOW,694,3
19531,9900A,DTW,YOW,698,2
19531,9900A,DTW,YSJ,698,1
19531,9900A,DTW,YUL,694,5
19531,9900A,DTW,YUL,698,1
19531,9900A,DTW,YUL,724,1
19531,9900A,DTW,YVR,694,1
19531,9900A,DTW,YWG,698,1
19531,9900A,DTW,YYC,694,1
19531,9900A,DTW,YYZ,694,6
19531,9900A,DTW,YYZ,698,2
19531,9900A,EWR,YEG,694,2
19531,9900A,EWR,YOW,694,5
19531,9900A,EWR,YOW,698,3
19531,9900A,EWR,YUL,614,4
19531,9900A,EWR,YUL,694,3
